"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"199.36.244.11",8,10,11,4,4,8,20,2
"1ForTheMoney",2.5,5,4,1.5,2.5,5,5,0.5
"1archie99",3,8,4,3,5,3,3,2
"1bevingtonco",2,4,3,4,4,4,2,2
"1deano1",3.5,5,4.5,5,4.5,1.5,9.5,3.5
"1exec1",2,3.81818181818182,2.45454545454545,2.40909090909091,2.90909090909091,2.63636363636364,4.40909090909091,1.22727272727273
"1ne",1,1,1.66666666666667,1,0.666666666666667,1.33333333333333,2,0
"1qx",0,2,2,1,1,3,1,0
"1redrun",3,3,1,3,1,6,8,2
"2.102.189.208",4,2,2,1,0,0,2,0
"2.121.53.66",0,3,0,0,2,4,1,1
"2.220.204.70",7.33333333333333,8,3.66666666666667,4.33333333333333,5,8.66666666666667,9,2.33333333333333
"2.27.125.148",0,1,0,0,1,1,1,1
"2.82.175.120",5,3,2,2,3,9,11,2
"20-dude",1.25,3.75,2.5,1.75,2.5,3,2,0.75
"20.133.0.13",2.5,2.5,2.5,2,2.5,1,3.5,0.5
"20.138.246.89",0.5,1.5,0,0,0,2,1.5,0
"200.153.228.55",3,2,1,0,1,1,1,0
"200.153.229.80",1,4,1,2,0,4,1,0
"200.191.155.118",0,4,1,1,5,5,7,2
"200.198.119.210",3,5,1,1,3,3,2,2
"200.208.207.134",3,4,3,3,1,4,2,2
"200.209.169.81",0,2,0,1,2,1,0,1
"200.255.9.38",0.5,0,0,0,0,2,1,0
"2005",12.5,14.5,13.5,9,10.5,13,24,4
"2006BC",1,3,1,1,4,6,3,1
"2008Olympian",2,2,0,0,3,5,4,0
"201.0.123.234",1,1,0,0,0,1,1,0
"201.14.253.106",0,1,1,0,1,1,0,0
"201.17.36.246",0,6,4,3,4,6,7,1
"201.233.240.206",5,5,3,3,4,8,6,2
"201.250.214.91",0.6,2,1.8,0.8,1.2,3.4,5,1.8
"201.37.230.43",3.5,5.5,2.5,3,2,2,6.5,1
"201.89.132.132",1,1,0,0,0,1,1,0
"202.124.73.65",8,9,2,1,2,6,7,0
"202.139.23.75",0,1,2,0,1,2,1,0
"202.142.129.66",0,0,2,1,0,5,2,0
"202.142.220.65",5,3,2,1,2,2,12,4
"202.161.131.69",1,0,1,0,0,2,1,0
"202.89.151.88",4,3,1,1,1,1,5,1
"203.109.209.49",2,9,5,1,3,10,8,3
"203.112.2.212",1,2,0,2,2,1,1,0
"203.166.245.85",13,8,4.5,4.5,6,4.5,21,8
"203.17.19.98",2,1,3,0,1,2,3,1
"203.177.36.184",3,3,5,2,2,2,3,0
"203.194.7.100",0,0,0,0,0,1,0,0
"203.197.216.5",1,4,0,0,3,2,1,1
"203.206.33.9",4,8,7,2,3,3,9,3
"203.208.109.169",2,5,3,1,5,9,6,0
"203.214.132.100",2.66666666666667,2.33333333333333,0.666666666666667,1,1,0.666666666666667,5.66666666666667,0.333333333333333
"203.214.88.244",1.5,2,0.5,1,1.5,2,3,1.5
"203.26.206.129",2,2,1,0,1,1,3,1
"203.26.206.130",0,0,0,0,0,0,0,0
"203.3.232.28",4,5,5,1,2,3,15,5
"203.35.135.133",0,0,0,0,0,0,1,0
"203.35.82.133",2,1,1,1,0,1,1,0
"203.45.146.36",4,14,10,9,18,23,22,6
"203.59.118.146",5.33333333333333,4,4,4.33333333333333,3,3,9,1.33333333333333
"203.59.133.204",0,3,2,0,1,0,3,1
"203.59.142.43",0,7,3,1,1,7,5,0
"203.59.172.94",5.5,4.5,3.5,1,1,10,10,1.5
"203.59.207.175",1,4,1,5,2,3,6,0
"203.59.218.120",2,1,3,2,0,1,3,0
"203.59.92.170",6,9,5,2,5,4,6,2
"204.108.8.5",9,8,3,2,2,10,16,2
"204.112.104.172",4,12,6,4,5,13,14,1
"204.133.215.130",0,4,6,1,0,3,2,0
"204.147.187.240",12,10,6,5,10,14,22,3
"204.152.235.217",2,1,1,1,3,6,3,2
"204.153.84.10",1.33333333333333,4,2.66666666666667,2.66666666666667,3,2,4.33333333333333,2.33333333333333
"204.174.87.29",2,1,1,1,1,1,1,1
"204.210.242.157",0,1,0,1,2,0,2,1
"204.237.12.81",0,0,0,0,0,0,0,1
"205.110.147.6",1,2,2,1,2,0,2,1
"205.188.117.10",2,4,2,0,1,3,7,0
"205.188.117.70",4,3,3,3,6,9,9,2
"205.188.117.72",0,0,0,0,0,0,0,0
"205.228.108.186",2,4,1,4,4,2,6,5
"205.240.146.233",9,3,3,8,4,2,8,1
"206.10.158.35",0,0,0,0,0,0,0,0
"206.130.173.55",5.5,6,5,2.5,1.5,7.5,12,3.5
"206.176.119.180",1,2,0,0,1,0,1,1
"206.186.79.91",6,11,5,10,11,5,15,7
"206.188.32.1",2,2,1,0,1.5,3,2,1.5
"206.188.43.65",8,8,4,3,2,5,11,5
"206.188.61.213",11,9,9,7,8,5,15,7
"206.196.48.49",0,1,1,1,0,2,0,0
"206.217.67.66",1,2,2,0,1,0,1,0
"206.45.0.225",2,7,4,3,4,11,5,2
"206.63.151.65",2,2,2,0,0,2,5,1
"207.161.207.162",0,2,0,2,1,2,2,0
"207.176.159.90",0,0,0,0,0,0,0,1
"207.181.228.210",2,4,1,0,4,1,7,2
"207.194.238.3",11,7,6,7,1,3,9,3
"207.206.136.73",4,2,4,1,2,7,8,3
"207.225.185.246",0,2,1,1,0,4,1,1
"207.229.140.148",1,3,2,0,4,3,5,2
"207.233.70.52",6,3,6,5,6,4,11,2
"207.236.147.118",3,4,1,2,7,1,2,0
"207.237.228.83",1,2,1.5,0,3,1,3.5,0.5
"207.237.230.164",0,0,0,0,0,0,0,0
"207.237.243.185",6,4,2,3,3,4,4,1
"207.246.169.110",1,2,0,0,0,3,1,0
"207.255.35.246",6,7,3,3,1,2,5,1
"207.29.128.130",1,1,1,0,1,1,3,1
"207.69.137.27",5,3,4,2,2,5,6,1
"207.69.139.144",5,6,4,3,1,3,10,3
"208.102.87.91",7,5,2,1,3,1,11,1
"208.104.45.20",2.75,4,3,2.5,4,7,7,3.25
"208.109.237.60",1,1,0,0,1,1,1,0
"208.120.226.72",3,0,0,1,1,2,2,1
"208.125.30.152",5,14,5,5,2,18,15,2
"208.191.153.13",4.75,4,2,1.75,2,2.5,7.25,0.5
"208.38.59.162",0,3,0,3,4,0,3,1
"208.43.120.114",1,1,2,0,1,3,3,1
"208.59.93.238",2,1.5,2.5,1,1,0.5,7.5,0.5
"208.65.20.140",6,6,7,2,6,9,12,3
"208.76.104.133",2,2,2,2,0,3,1,2
"208.81.184.4",2.75,2.75,1.25,1,1.5,1.75,4.75,1
"208.97.129.6",0,0,0,2,2,0,1,0
"208.97.245.131",4,5,3,2,0,7,7,3
"209.115.235.79",11,11,4,6,6,4,10,6
"209.129.85.4",1,1,1,0,0,1,0,0
"209.135.35.83",15,11,10,2,13,9,25,5
"209.150.61.247",4,1,3,2,3,4,5,1
"209.155.146.2",1.5,4,2,4,3.5,2,4.5,1
"209.2.60.97",4,3,0,0,1,2,4,1
"209.2.60.98",2,2,2,1,1,2,3,0
"209.20.219.145",0.666666666666667,0.666666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,2,0.666666666666667
"209.217.66.150",1,3,1,2,1,6,2,0
"209.226.31.161",1,3,2,3,3,3,2,3
"209.247.22.164",2.66666666666667,3,1.66666666666667,2,2.66666666666667,3.33333333333333,3.66666666666667,0.666666666666667
"209.252.235.206",5,12.5,7,5,12.5,6.5,12.5,6.5
"209.253.120.198",3,4,1,1,1,8,2,0
"209.255.78.138",2,0,0,1,0,0,2,0
"209.44.123.1",11,6,9,3,3,4,11,3
"209.6.238.201",3.2,4,2.4,3.4,3,6,6.2,1.4
"209.78.19.195",0,1,0,0,1,2,0,0
"209.78.22.90",38,26,12,13,20,4,48,5
"209.80.167.6",0,0,1,0,2,2,2,0
"209.92.136.131",3,7,5,3,3,1,8,2
"209.94.91.10",8,9,9,5,7,5,19,1
"210.165.133.93",4,4.33333333333333,2,2,2.66666666666667,5.33333333333333,6,0
"210.165.148.173",1.5,2.5,2,1,1,2,2.5,0.5
"210.196.89.206",5,1,1,1,1,2,12,3
"210.216.178.77",0.5,0.5,0,0,0,1,0.5,0.5
"210.49.15.96",1,2,1,2,1,5,2,0
"210.50.236.183",0,0,1,0,0,0,1,0
"210.55.244.61",2,3,3,4,1,4,3,0
"210.6.121.21",3,4,1,1,0,2,5,3
"211.30.11.108",2,3,2,1,2,4,7,0
"211.30.12.191",1,2,2,1,3,3,5,2
"211.30.12.197",4,4,2,2,1,9,6,2
"211.30.121.12",7,9,2,5,5,8,13,2
"211.30.125.63",0,4,4,2,2,2,2,2
"211.30.222.139",14,13,12,3,2,7,24,2
"212.10.34.162",51,70,55,50,58,58,111,25
"212.10.88.41",4,5,5,4,6,6,4,1
"212.10.95.14",0,2,1,0,3,1,3,0
"212.139.111.14",0,0,0,1,0,0,0,0
"212.183.134.209",9,4,3,1,2,3,9,0
"212.201.82.84",1,1,1,1,0,3,1,1
"212.219.243.179",2,5,3,2,5,8,10,2
"212.23.103.19",0,2,1,0,2,1,2,0
"212.56.128.186",1,1,0,0,1,1,3,0
"212.56.88.63",2.85714285714286,2.42857142857143,2.42857142857143,0.571428571428571,2.28571428571429,0.714285714285714,3.42857142857143,1.42857142857143
"212.71.37.97",0,1,1,0,1,1,0,1
"212.79.117.219",0,1,3,1,1,2,2,1
"212.85.12.219",1,0,1,2,1,4,4,1
"213.120.97.230",7.5,9.5,8,5.5,8.5,6.5,11,3
"213.122.118.148",1.5,3.5,2,1.5,2.5,1.5,3.5,1
"213.131.125.34",5.5,6,3.25,2.5,3.75,3.75,5,1.5
"213.139.161.106",2,1,2,0,1,5,4,2
"213.148.5.103",1,1,0,0,0,0,0,0
"213.151.52.255",0,1,0,0,1,1,0,0
"213.186.250.251",0,5,3,1,3,2,2,1
"213.196.193.4",6.5,4.5,1.5,2.5,2,0.5,5.5,0.5
"213.196.209.241",1,1,0,1,0,3,1,0
"213.196.218.167",0,1,1,0,2,1,1,1
"213.207.162.51",5,4,3,1,3,1,7,1
"213.243.157.114",1,2,1,2,2,1,3,1
"213.48.15.234",3,2,2,3,2,3,2,0
"213.49.135.135",1,0,0,0,0,0,0,0
"213.49.211.99",0,1,0,0,0,1,1,0
"216.153.214.89",3,6.25,5.25,2.5,2.75,11.25,8.75,0.75
"216.153.214.94",2.75,3,2.25,2.25,4.75,6.25,6.5,2.5
"216.165.23.51",3,4,1,1,5,3,4,1
"216.183.171.30",1,1,0,0,0,1,1,0
"216.210.45.2",0,3,0,0,1,2,1,0
"216.223.142.1",0,0,0,0,0,0,0,0
"216.232.242.7",1,1,1,1,1,2,1,0
"216.239.38.136",2.5,7.5,0.5,0.5,2.5,5,6,0.5
"216.239.82.80",1,6,7,4,5,7,3,2
"216.239.89.116",6,5,1,3,4,1,7,0
"216.241.55.204",3,4,1.33333333333333,2,3.66666666666667,1,4.33333333333333,1
"216.249.58.125",4,4,2,2,0,4,5,1
"216.250.156.66",0,0,0,0,0,1,0,0
"216.31.41.111",0,1,1,4,3,5,5,1
"216.37.86.10",7,6,2,1,6,6,9,5
"216.40.148.144",6,7,2,1,5,2,5,1
"216.43.238.69",3,1,3,4,1,7,7,0
"216.49.114.77",2,4,6,2,6,8,10,1
"216.67.15.201",3,2,2,2,6,0,5,0
"216.69.219.3",2.5,4,1.5,3.5,2.5,4,5,2
"216.93.212.245",2.5,3.5,1,2,2,2,3.5,0.5
"21655",1.22222222222222,1.11111111111111,0.777777777777778,0.777777777777778,1.55555555555556,1.44444444444444,2.55555555555556,0.333333333333333
"217.129.169.136",2,6,8,3,2,6,7,1
"217.134.75.62",2,3,4,1,1,1,8,3
"217.137.184.28",4,4,1,1,3,2,6,0
"217.150.130.180",3,4,3,3,3,6,5,0
"217.156.116.130",2,3,2,4,1,2,4,1
"217.171.129.73",6,3,0,2,3,0,3,0
"217.171.129.74",5,2,1,0,5,2,3,0
"217.171.129.78",4,3,4,2,1,1,6,5
"217.233.230.172",5,2,1,0,1,1,9,0
"217.235.23.141",6,3,3,5,3,3,6,2
"217.236.207.40",0,0,1,1,1,1,0,0
"217.236.227.141",2,1,2,1,0,1,1,0
"217.28.2.130",5,5,4,4,2,3,10,8
"217.33.234.250",3,7,1,2,4,6,9,3
"217.33.69.50",8,10,6,2,6,5,14,4
"217.36.107.9",2,3.5,1.75,1.5,2.75,3.25,4,1.5
"217.42.180.86",8,12,12,2,7,4,18,4
"217.87.83.146",5,4,2,4,1,4,4,3
"217.88.132.43",3,1,1,0,0,4,3,1
"217.95.134.211",0,1,0,0,1,1,0,0
"218.103.132.187",0,0,1,2,1,1,2,0
"218.250.143.16",4.28571428571429,4.57142857142857,2.71428571428571,1.42857142857143,2.14285714285714,1.57142857142857,7,1.57142857142857
"219.73.86.234",0,2,1,1,0,1,0,1
"219.78.64.24",0,0,0,0,0,0,0,0
"219.90.242.174",0,3,3,2,4,1,2,1
"21stCenturyGreenstuff",2.6,5.2,3.6,3.6,4.2,3.8,6.2,1.8
"220.100.14.12",0,0,0,0,1,0,1,0
"220.101.28.25",1.875,2.3125,1.6875,1.5,1.75,2.6875,3.6875,1
"220.237.184.126",9,11,8,8,5,5,21,3
"220.253.13.106",1,2,3,1,1,3,4,1
"220.253.4.36",1,4,5,0,0,4,6,0
"220.255.1.132",7.5,8,4.5,4,4,8.5,15,4.5
"220.255.1.134",6,8,1,3,2,5,13,2
"220.58.62.20",1,3,0,0,1,3,2,0
"22015va",2,4,1,0,1,0,6,0
"221.124.237.76",0,0,0,0,0,0,0,0
"221.165.100.241",2,7,7,4,3,7,7,7
"222.127.231.29",1,2,1,2,0,1.5,0,0.5
"222.127.91.97",5,15,3,4,6,14,13,3
"222.145.139.116",0,0,0,0,1,1,1,0
"222.155.21.111",0,1,0,0,2,1,4,2
"222.62.120.189",5,8,8,6,5,14,10,1
"23prootie",4,6,6,12,5,2,6,1
"23skidoo",6.21428571428571,6.71428571428571,4.57142857142857,3.71428571428571,4.57142857142857,6.10714285714286,10.2857142857143,2.92857142857143
"24.111.34.170",0,3,2,1,3,6,4,1
"24.114.232.35",7,4,3,4,1,2,8,2
"24.12.234.123",8.5,8.5,4,1.5,9.5,4.5,14,2.5
"24.125.169.130",1.5,2.5,0.5,0,1.5,0.5,1.5,1
"24.126.115.61",2,2,2.5,1,2,6.5,6,3
"24.128.23.117",3.5,5.75,3,2,3.5,3.5,3.25,0.5
"24.13.148.105",5,5,0,3,3,3,10,0
"24.130.115.108",0,4,2,2,2,2,3,0
"24.132.210.98",2,5,6,4,5,6,2,1
"24.136.230.38",1.25,2.25,1,0.5,0.25,1.75,1.5,0.5
"24.141.39.34",2,6,3,3,7,7,8,4
"24.143.90.21",8.5,11,4,4,8,4.5,15,3.5
"24.147.86.187",4,4.5,3.5,2.5,4.5,5,10.5,3
"24.148.0.83",2.33333333333333,2.33333333333333,4.66666666666667,3,3,3,4.33333333333333,2.66666666666667
"24.148.15.188",1,1,0,1,0,1,1,1
"24.149.193.49",2,2.5,1,0.5,1,2,2.5,0
"24.15.199.147",14,5,5,3,5,8,20,2
"24.152.189.91",3,2.5,1,2,4,4,4,1
"24.160.148.166",1.33333333333333,4,3,3.66666666666667,1,6.66666666666667,4,1
"24.163.39.217",3.33333333333333,4,4.33333333333333,4,1.66666666666667,10.6666666666667,11,3.33333333333333
"24.165.233.150",1.5,1,0,1,1.5,1.5,2,0
"24.17.110.94",0,4,2,1,3,2,5,1
"24.170.90.146",5,0,1,1,2,4,5,0
"24.176.191.234",2.42857142857143,5.14285714285714,3.57142857142857,3.14285714285714,2.57142857142857,5.57142857142857,8.14285714285714,2.42857142857143
"24.177.120.138",1.5,3.16666666666667,0.833333333333333,1.33333333333333,3,3.5,2.33333333333333,0.833333333333333
"24.177.120.74",2,4,3,1,3,5,3,0
"24.177.123.74",0,1,1,1,1,2,2,0
"24.18.132.13",16.5,17.5,7.5,6.5,13,9.5,23,3.5
"24.180.173.157",3,3,1,0,1,1,1,0
"24.182.64.206",3,2,3,0,2,1,7,2
"24.187.199.178",3.25,4.25,2.5,1.5,1.75,3,4,1.5
"24.187.214.210",1,2.5,3.5,1.5,1.5,3,6.5,4
"24.193.193.18",2,4,1,2,1,3,4,5
"24.21.105.252",0,1,1,0,1,2,2,0
"24.21.149.124",0,1,0,1,0,1,1,0
"24.21.86.114",1,3,2,5,2,4,1,1
"24.215.233.72",0,2,0,1,1,4,2,0
"24.216.240.41",2,1.5,0,0.5,1.5,1.5,1.5,1.5
"24.22.141.252",2.5,7,1,0,5.5,5,4,1
"24.22.141.61",3,3,2.66666666666667,3,3.33333333333333,3.66666666666667,4,0
"24.22.217.162",3,5,3,3,6,3,10,1
"24.22.24.202",1,8,2,3,7,12,16,5
"24.235.41.126",3,7,2,3,2,4,6,0
"24.239.153.58",3.8,4.6,1.4,1.2,1.8,2.2,3.4,1.2
"24.239.28.229",11,16,11,7,5,19,19,5
"24.24.151.13",8,2,3,2,3,7,11,7
"24.244.124.152",1,0,2,3,0,6,3,0
"24.36.74.15",5,4,1,1,1,2,1,1
"24.37.126.33",4.5,10.5,6,4,3,6.5,6,4
"24.38.156.102",0,0,0,0,0,2,1,0
"24.4.230.33",0,2,2,2,2,0,3,0
"24.46.28.223",1,1,1,0,3,1,1,0
"24.55.228.56",7,8,6,3,3,11,12,2
"24.6.46.177",1,2,1,1,2,3,6,0
"24.61.194.216",6,12,10,8,8,7,15,2
"24.61.229.179",2,2,2,2,1,2,4,1
"24.62.114.248",1,1,0,1,3,2,4,0
"24.63.96.152",5,6.5,2.5,2,3,4.5,7,2.5
"24.66.94.140",1,3,0,0,1,1,1,0
"24.7.186.18",4,4,3,3,3,0,4,0
"24.7.28.186",6,3,3,3,1,4,4,2
"24.7.91.244",6,11,7,1,8,7,12,1
"24.76.185.79",2,1,0,0,2,0,1,0
"24.82.163.223",7,8,5,1,6,7,16,2
"24.82.216.163",0,4,2,0,6,6,3,1
"24.86.116.250",0,0,0,0,0,2,0,0
"24.9.20.149",7,9,3,5,4,8,6,3
"24.91.134.90",1,1,3,3,2,5,2,1
"24.99.38.36",1,5,2,5,7,8,7,2
"24dot",2.33333333333333,2.66666666666667,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,1
"24sims",2,2,0,0,0,2,9,1
"24ten",6,4,6,3,4,2,10,3
"250GP",1,1,2,1,1,0,1,1
"27.50.93.124",1,3,1,2,3,4,2,0
"27.57.102.110",3,1,1,2,3,3,5,2
"27.57.75.203",8,5,5,3,6,3,14,1
"28bytes",2.10666666666667,2.78666666666667,2.4,1.81333333333333,2.29333333333333,3.77333333333333,4.44,1.13333333333333
"293.xx.xxx.xx",4.38461538461539,3.07692307692308,2.53846153846154,1.84615384615385,2.76923076923077,4.23076923076923,6.23076923076923,1.61538461538462
"2BPKP",2,5,2,2,1,4,7,3
"2D",1,2,2,1,2,6,3,3
"2D Backfire Master",0,0,0,0,0,0,0,0
"2L84UBB",0.333333333333333,1.66666666666667,1.33333333333333,2.33333333333333,0.666666666666667,1.66666666666667,1.33333333333333,0.333333333333333
"2Neuenburg",1,0,1,0,0,0,4,1
"2over0",3.45945945945946,4.13513513513514,2.94594594594595,1.91891891891892,3,3.7027027027027,7.32432432432432,2.16216216216216
"2tuntony",0.5,1.5,0.5,1,1.5,2.5,0.5,0
"300wackerdrive",3,4,1,3,4,5,6,1
"31337",1,0,0,1,0,0,1,1
"31stCenturyMatt",3,4.5,3,1.5,1,8,6,2
"32.165.26.47",8,6,9,0,6,10,13,2
"32.165.53.136",5,7,4,3,7,5,11,1
"32.165.77.214",3,5,2,2,0,4,5,1
"32.166.45.34",3,4,8,6,9,14,13,2
"334a",0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,2,1.33333333333333,0.333333333333333
"36hourblock",2,1,0,0,0,3,3,4
"38.109.88.196",1,2,2,1,1,1,1.5,1.5
"38.116.200.85temp",1,3,2.5,3,4,4.5,2,0
"3R1C",1,0,0,1,0,0,2,0
"3bulletproof16",2.23529411764706,2.52941176470588,1.94117647058824,2.47058823529412,3.05882352941176,3.35294117647059,4.70588235294118,1.11764705882353
"3meandEr",9,4,3,3,0,2,6,1
"3s4htr1fh438127",2,2,2,2,5,6,2,2
"4",0.333333333333333,1.33333333333333,0.333333333333333,0.333333333333333,1,2.33333333333333,2.66666666666667,1
"4.224.216.144",2,0,0,2,1,3,7,1
"4.240.117.206",0,0,0,0,0,0,0,0
"4.240.117.90",4,1,3,1,0,1,4,0
"4.248.76.248",2,1,0,0,0,1,2,0
"4.249.0.58",0,2,1,1,1,1,1,0
"4.249.66.154",1,11,6,2,3,14,9,1
"4.249.9.190",3,14,5,2,2,11,13,7
"4.250.132.180",3,2,1,5,5,7,9,5
"41.138.180.139",0,1,1,1,2,0,0,1
"41.235.101.218",2,2,0,0,3,5,4,1
"41.243.61.180",1,3,2,3,2,6,3,0
"41.3.48.156",2,1,0,1,2,2,3,0
"43?9enter",0.6,1,0,0.2,0.6,1.2,0.8,0.2
"45ossington",1,1,0,1,1,2,2,1
"46.217.63.159",2,1,1,0,0,3,1,1
"46.246.177.230",1.5,1.5,2,1.5,2,2,2,1
"46.246.178.119",1,2,1,1,1,0,1,1
"46.246.253.148",2,2,3,2,1,1,5,0
"46.38.161.41",2,0,1,1,1,3,4,2
"48v",3,4.5,3,1,4.5,6,7,1
"49.50.242.222",4,5,2,3,2,6,8,1
"4ernoMore",7.5,6,5,5.5,3,10.5,7,5.5
"4frans4",1.33333333333333,2.33333333333333,1.66666666666667,2.33333333333333,1,2.66666666666667,3,0.333333333333333
"4meter4",4.20588235294118,5.35294117647059,2.23529411764706,2.29411764705882,3.17647058823529,4.55882352941176,7.79411764705882,2.38235294117647
"4tiggy",4,6,3,2.28571428571429,3.42857142857143,6.28571428571429,7.14285714285714,1.71428571428571
"4twenty42o",2.5,4.66666666666667,2.75,2.16666666666667,1.91666666666667,4.33333333333333,3.91666666666667,1.33333333333333
"4u1e",3.05263157894737,3.26315789473684,2.39473684210526,2.26315789473684,2.47368421052632,3.68421052631579,5.55263157894737,1.73684210526316
"4unity",6,4,1,2,6,7,13,3
"4wajzkd02",3.5,5,2,3,3,4,5.5,2.5
"5 albert square",2.5,3.72222222222222,2.55555555555556,2.55555555555556,3.11111111111111,4.44444444444444,4.72222222222222,1.16666666666667
"50.129.104.161",2,2,3,1,2,1,4,2
"50.19.23.142",0,0,0,0,1,0,1,0
"50.80.139.102",0.5,1,0,0.5,1,0.5,1.5,0
"517design",1,4,3,0,1,3,5,0
"51kwad",1.33333333333333,1.33333333333333,1.33333333333333,1,2,1.33333333333333,2.33333333333333,0.666666666666667
"52 Pickup",5.6,7.8,3.2,3.2,5,6,12.8,5.4
"54Thiago",2,3,1,2,2,4,3,0
"55555five55555",1,1.33333333333333,1.33333333333333,1.66666666666667,0.666666666666667,4.33333333333333,2.33333333333333,0.333333333333333
"58.107.10.36",6,6,4,2,3,1,12,1
"58.107.15.245",3,4.33333333333333,1.66666666666667,0.666666666666667,2.66666666666667,3.66666666666667,6,1.33333333333333
"58.165.209.77",11,20,18,11,6,19,21,4
"58.165.73.190",15,12,7,6,8,5,23,2
"58.169.137.247",4,4,2,2,1,3,5,0
"58.169.216.241",3,3,2,7,3,5,6,2
"58.175.33.226",4,7,6,3.5,6.5,5.5,11,2.5
"58.7.182.176",4,4,4,1,1,1,2,1
"58.7.246.43",0,0,0,0,0,2,2,0
"58.8.1.229",1,3,1,0,1,0,1,1
"58.8.6.22",0,0,0,0,0,1,1,0
"58.8.8.75",1.25,1.25,1.5,1.25,1.75,3.25,3,1.75
"59.154.42.136",0,3,1,0,4,3,5,0
"59.167.131.8",0,3,0,0,0,4,2,0
"59.167.54.242",2,9,4,1,6,0,10,4
"59.91.253.89",0,2,0,1,1,0,1,0
"59.91.254.75",1,0,0,0,0,1,2,0
"59.92.58.186",4,3,3,0,2,3,6,2
"59.95.34.176",0,2,1,2,3,1,1,2
"59.95.4.209",8,9,2,1,4,5,15,4
"5Q5",5,5.5,4.5,3.5,2,6.5,10.5,5.5
"5VH9",4,3,1.5,2.5,1.5,4.5,6,2.5
"6",4,5,3,4,2,5,6,3
"60 Delta",1.5,1.5,3,1.5,0,4.5,2,1
"60.225.86.169",1,3,4,3,4,3,6,4
"60.230.124.64",0,0,0,0,0,0,0,0
"60.50.135.20",0,2,2,0,3,2,1,1
"61.8.12.133",3.5,5,4.5,2,5,6,10.5,3.5
"62.136.64.235",2,1,1,1,2,1,2,1
"62.139.238.152",2,2,1,1,3,2,2,2
"62.158.122.25",1,1,0,0,2,3,1,0
"62.158.69.232",0,1,0,1,0,2,0,1
"62.177.208.126",0,2,2,0,1,1,0,0
"62.189.60.30",2,4,4,3,3,3,9,0
"62.219.119.17",2,6,6,5,5,8,8,4
"62.220.33.64",3,3.375,3,2,2.5,2.625,4.5,1.5
"62.243.126.154",4,7,2,0,4,3,9,0
"62.253.64.15",1,1,0,0,1,3,3,0
"62.253.64.17",1,2,2,1,5,0,9,3
"62.254.133.139",3.83333333333333,7.5,3,2.33333333333333,5.16666666666667,3.66666666666667,6.33333333333333,2.83333333333333
"62.255.129.19",1,2,1,0,0,2,2,0
"62.5.135.173",0,1,0,0,0,1,2,0
"62.57.7.217",4,5,3,1,4,3,14,7
"63.131.4.149",6.2,13.6,5.8,5.2,12.2,10.6,11.8,3.4
"63.173.114.137",2,2,1,3,2,3,3,1
"63.209.14.211",7,9,6,4,5,6,13,4
"63.216.119.31",3,2,2,4,2,0,3,1
"63.228.46.233",2.5,3.5,3,3.25,1.75,4.5,4.5,1.5
"63.229.62.199",1,0,1,0,1,1,2,0
"63.3.3.2",0.5,0.5,0,1.5,0.5,2,1.5,0
"64.12.116.14",2,6,1,2,3,4,4,2
"64.126.24.11",2,1,0,2,2,3,6,1
"64.126.42.123",0,3,2,1,1,4,2,1
"64.134.187.116",1,1,1,0,2,3,2,0
"64.134.67.201",2,2,1,1,0,1,2,0
"64.135.48.140",2,6,2,3,6,3,11,1
"64.142.90.33",9.16666666666667,8.66666666666667,8.66666666666667,5.5,6.16666666666667,13.1666666666667,16.1666666666667,4
"64.166.145.2",1,1,2,1,1,0,8,2
"64.169.7.67",3,4,0,1,4,2,3,2
"64.172.173.138",2,3,1.5,2.5,2,2,3.5,1.5
"64.175.41.171",1,7,1,1,4,5,5,1
"64.202.255.15",7,2,4,4,7,9,10,5
"64.221.15.66",1,1,0,1,1,1,2,0
"64.230.42.74",2,1,1,1,1,5,2,1
"64.230.95.149",0,1,1,0,0,3,0,2
"64.231.163.10",12,13,6,7,5,5,10,6
"64.231.174.234",4.5,7,2,3,5.5,6,7,0.5
"64.231.75.190",3,5,2,1,1,6,5,2
"64.236.243.16",4,4,3,2,1,4,4,0
"64.241.37.140",4,2,1,2,3,3,4,2
"64.250.81.218",6,8,9,4,4,8,18,2
"64.27.194.74",0.571428571428571,1.42857142857143,0.428571428571429,0.857142857142857,0.428571428571429,2.14285714285714,1.57142857142857,0.285714285714286
"64.56.224.78",1,2,2.5,0,0,3,1.5,0.5
"64.56.226.32",0,0,0,0,1,0,0,1
"64.85.210.172",3,2,1,1,2,1,3,1
"64.85.216.254",13,20,15,18,13,22,24,9
"64.85.220.189",0,2,0,0,0,1,1,1
"64.85.221.59",2,2,1,1,0,4,1,0
"65.120.67.98",1,15,5,3,8,11,5,4
"65.15.108.225",0,1,0,0,0,1,1,1
"65.150.46.208",2,2,1,1,2,2,7,1
"65.163.112.104",3,3,3,1,2,0,4,0
"65.173.105.225",4,1,2,3,1,0,6,0
"65.173.105.243",1,0,0,1,0,0,1,0
"65.175.136.179",5,4,2,1,1,2,4,2
"65.211.97.242",1,3,2,2,2,0,4,0
